id,age,gender,country,hours_sleep,exercise_days,screen_time,stress_level,happiness_level,income_bracket
668,36,male,colombia,8.4,5,5.7,3,7,low
669,37,male,argentina,8.2,5,4.9,7,10,medium
670,35,male,peru,6.6,1,5.6,8,6,medium
671,64,male,colombia,9.1,5,5.1,6,6,medium
672,58,male,colombia,6.4,4,2.6,10,9,medium
673,31,female,argentina,6.5,4,4.2,1,2,low
674,32,male,peru,1.8,2,7.3,8,4,high
675,48,female,chile,7.6,5,6.8,10,5,high
676,18,male,peru,5.0,0,6.4,3,1,low
677,20,non-binary,mexico,6.2,0,3.5,8,8,high
678,33,female,spain,5.5,2,5.5,4,8,low
679,40,non-binary,chile,6.5,2,0.6,8,6,high
680,28,female,colombia,7.7,2,6.4,1,5,medium
681,29,non-binary,chile,7.0,0,9.6,3,8,medium
682,27,male,colombia,8.1,4,2.3,6,3,medium
683,49,male,colombia,8.9,2,4.5,9,3,low
684,33,male,chile,6.4,1,6.8,2,2,low
685,25,female,colombia,6.3,6,9.1,1,5,high
686,55,non-binary,colombia,8.4,2,4.9,10,3,high
687,29,male,mexico,8.6,6,4.3,3,3,high
688,41,non-binary,peru,8.1,3,1.1,4,6,low
689,45,non-binary,peru,5.6,2,6.3,5,8,high
690,25,male,spain,7.6,0,11.1,3,2,medium
691,45,male,spain,7.2,5,6.7,10,4,high
692,53,non-binary,mexico,8.6,2,5.9,2,7,medium
693,43,male,spain,6.1,5,6.8,2,1,low
694,25,male,chile,4.5,3,6.0,7,1,medium
695,45,male,argentina,8.0,1,4.0,9,10,medium
696,45,female,argentina,3.2,5,8.1,10,7,medium
697,54,non-binary,argentina,5.9,6,6.6,2,7,low
698,58,non-binary,mexico,5.5,4,6.0,7,1,low
699,53,female,mexico,5.5,2,3.6,7,1,low
700,44,non-binary,colombia,5.9,3,9.3,7,4,low
701,34,male,argentina,8.8,3,7.7,3,5,high
702,26,non-binary,chile,8.2,5,4.6,7,5,low
703,50,male,spain,6.6,1,8.5,1,4,medium
704,37,female,chile,8.7,0,4.8,10,8,low
705,30,male,spain,5.4,2,4.0,1,7,high
706,45,non-binary,argentina,5.2,3,4.1,5,9,high
707,46,non-binary,argentina,8.3,1,1.6,2,7,high
708,30,non-binary,argentina,7.9,4,7.2,9,10,medium
709,63,female,mexico,6.3,3,1.4,7,1,low
710,52,female,spain,5.3,1,2.9,4,7,low
711,23,non-binary,mexico,9.2,0,0.8,4,1,low
712,35,male,mexico,4.4,0,5.8,2,7,medium
713,22,female,peru,6.1,3,5.6,5,10,medium
714,64,non-binary,chile,7.3,6,5.2,4,8,high
715,42,non-binary,chile,9.7,3,3.4,1,9,high
716,19,female,colombia,7.6,5,3.1,8,3,low
717,27,female,mexico,7.7,2,7.2,3,4,medium
718,47,female,spain,6.1,1,4.6,6,4,medium
719,62,male,peru,7.9,3,6.8,4,9,low
720,22,male,peru,7.2,2,3.8,9,7,low
721,50,non-binary,chile,4.6,5,6.5,7,3,high
722,18,female,mexico,8.2,2,9.3,9,10,high
723,35,male,colombia,8.5,3,7.5,10,5,high
724,49,female,mexico,8.2,0,5.0,3,7,low
725,64,non-binary,argentina,7.0,1,6.6,1,8,low
726,28,male,mexico,5.6,1,5.4,5,1,high
727,38,male,argentina,3.5,0,6.0,3,2,high
728,43,male,argentina,7.2,6,5.2,6,7,medium
729,42,non-binary,colombia,8.6,3,5.6,8,2,medium
730,39,female,spain,8.5,1,6.5,4,7,high
731,44,male,chile,8.2,3,3.5,5,9,high
732,30,non-binary,mexico,6.9,5,3.5,5,2,medium
733,50,female,argentina,8.6,3,2.5,4,7,high
734,51,non-binary,mexico,8.4,2,2.0,4,4,medium
735,58,female,spain,6.4,0,3.0,4,2,medium
736,52,non-binary,chile,8.0,6,6.4,4,7,medium
737,18,female,spain,6.2,3,3.8,4,5,low
738,38,male,chile,7.8,6,7.3,5,1,low
739,23,female,peru,5.1,6,6.1,2,5,high
740,45,non-binary,chile,5.2,5,1.1,2,3,medium
741,34,non-binary,colombia,8.6,4,7.6,9,7,low
742,22,female,spain,8.4,0,8.0,2,6,high
743,48,male,argentina,8.0,6,3.5,6,8,high
744,22,male,peru,7.1,1,7.1,2,5,high
745,55,female,colombia,3.4,2,3.9,5,2,high
746,20,female,mexico,6.9,1,6.2,4,9,high
747,40,non-binary,spain,7.7,5,2.8,7,8,medium
748,54,male,argentina,6.2,5,1.5,7,6,high
749,54,female,chile,5.9,1,5.0,6,10,medium
750,27,male,argentina,9.2,0,5.7,10,7,low
751,27,female,mexico,6.9,1,5.0,5,9,high
752,36,female,peru,7.7,3,3.0,1,7,low
753,34,male,peru,8.2,1,5.0,3,3,medium
754,38,female,spain,5.5,2,6.7,9,6,medium
755,31,female,peru,7.3,2,5.9,1,7,low
756,26,non-binary,spain,9.0,4,6.5,5,2,high
757,63,female,spain,9.7,2,4.3,2,3,high
758,18,female,spain,7.1,1,8.9,4,4,low
759,62,female,chile,6.6,2,3.1,1,10,low
760,30,non-binary,colombia,7.4,0,7.2,3,6,low
761,21,male,spain,7.4,6,9.0,10,1,high
762,18,non-binary,spain,9.1,2,7.2,7,9,high
763,57,non-binary,colombia,5.5,3,5.5,10,5,high
764,49,male,argentina,6.6,0,4.7,3,7,low
765,51,non-binary,spain,5.3,4,8.6,4,9,high
766,45,male,chile,5.5,3,2.4,2,9,medium
767,48,non-binary,peru,7.6,1,3.6,3,1,low
768,25,male,peru,8.2,6,5.0,9,1,high
769,56,female,mexico,6.0,1,9.1,3,3,low
770,43,non-binary,mexico,8.2,6,6.9,5,6,medium
771,51,non-binary,peru,8.7,6,3.6,2,2,medium
772,20,non-binary,peru,9.9,1,5.2,4,10,low
773,29,non-binary,chile,7.1,3,4.5,7,1,low
774,18,female,colombia,6.0,3,4.2,7,1,medium
775,61,non-binary,mexico,5.5,6,8.4,3,5,low
776,22,female,colombia,5.3,3,2.6,5,4,medium
777,47,female,chile,8.9,6,10.0,1,1,medium
778,47,female,peru,4.7,6,8.1,10,4,high
779,34,female,spain,8.8,0,8.7,10,3,low
780,64,male,colombia,5.7,5,4.8,10,2,low
781,40,male,peru,6.0,0,5.6,1,9,high
782,32,non-binary,peru,6.8,1,2.4,5,1,medium
783,54,male,argentina,5.9,5,4.7,10,7,low
784,38,male,colombia,8.4,2,7.2,9,4,high
785,31,non-binary,spain,9.7,1,9.2,1,5,high
786,19,non-binary,colombia,6.0,4,3.2,1,10,low
787,28,non-binary,peru,6.4,0,5.1,4,5,high
788,56,male,spain,6.8,3,5.6,4,1,medium
789,55,male,chile,7.8,0,2.5,2,6,high
790,51,non-binary,argentina,6.8,3,7.5,9,9,medium
791,55,female,peru,9.1,5,4.2,9,2,medium
792,51,non-binary,mexico,8.7,4,5.5,2,7,low
793,35,female,mexico,5.2,5,4.9,9,6,high
794,47,female,argentina,7.8,4,4.0,6,5,medium
795,32,non-binary,chile,9.3,0,6.0,8,4,medium
796,44,non-binary,peru,6.3,3,5.5,10,4,high
797,51,non-binary,colombia,6.6,5,5.1,4,6,medium
798,55,male,argentina,6.2,4,4.2,2,4,high
799,50,female,chile,6.2,6,6.8,2,5,low
800,41,male,colombia,4.5,1,10.1,9,6,medium
801,32,male,mexico,5.0,1,6.3,1,5,medium
802,47,non-binary,mexico,7.1,5,8.5,7,7,high
803,59,male,colombia,9.3,3,2.5,3,9,high
804,34,non-binary,argentina,6.1,6,6.4,3,10,high
805,22,female,mexico,6.0,5,3.3,2,7,high
806,46,non-binary,peru,9.6,0,2.3,10,7,medium
807,21,male,spain,5.3,4,4.2,6,4,low
808,27,male,colombia,4.5,0,9.0,10,1,low
809,34,non-binary,colombia,5.8,1,8.4,2,8,low
810,27,non-binary,mexico,6.0,4,6.6,10,4,low
811,34,male,argentina,4.4,5,2.2,4,1,high
812,37,female,peru,6.8,0,5.5,10,5,medium
813,41,female,argentina,8.4,2,6.8,9,8,medium
814,22,non-binary,chile,5.1,3,6.4,9,4,medium
815,51,female,chile,7.1,6,1.4,6,8,high
816,23,male,spain,7.6,6,3.8,4,8,medium
817,19,non-binary,mexico,6.9,3,5.8,7,3,high
818,30,male,mexico,7.3,2,7.3,1,9,medium
819,60,male,mexico,7.3,1,0.5,4,3,low
820,60,female,spain,5.8,4,5.6,5,1,high
821,28,non-binary,chile,9.2,3,6.4,8,2,medium
822,64,non-binary,argentina,8.9,2,8.1,2,6,low
823,40,female,spain,8.8,5,7.7,5,10,low
824,33,male,spain,8.5,6,7.5,6,2,low
825,48,male,argentina,4.6,2,4.0,5,6,high
826,28,male,mexico,8.4,1,1.2,9,1,high
827,33,male,peru,8.0,1,5.0,10,1,medium
828,25,non-binary,argentina,4.7,0,8.5,1,5,low
829,21,non-binary,chile,6.7,3,9.5,3,10,medium
830,57,female,colombia,7.4,0,7.8,2,9,medium
831,21,female,colombia,9.5,6,7.1,3,8,low
832,42,non-binary,spain,8.1,2,6.9,10,3,medium
833,20,non-binary,colombia,5.7,4,4.6,9,3,high
834,49,male,peru,9.5,4,5.7,9,1,medium
835,20,male,mexico,7.1,1,10.2,10,3,low
836,44,female,chile,6.6,4,3.6,2,1,high
837,46,non-binary,peru,6.5,4,10.0,3,8,high
838,49,female,chile,4.6,6,5.2,4,1,medium
839,36,non-binary,chile,6.8,4,9.3,9,5,medium
840,38,male,mexico,7.7,2,2.5,3,9,high
841,22,female,spain,6.4,4,7.5,7,7,medium
842,35,female,colombia,7.6,5,4.2,3,4,low
843,45,non-binary,mexico,5.7,4,2.5,7,9,medium
844,59,male,peru,6.8,4,6.5,7,9,medium
845,39,female,spain,7.5,0,8.5,9,2,high
846,38,male,peru,7.3,2,3.9,2,10,medium
847,23,female,spain,4.6,1,2.3,6,10,medium
848,18,male,peru,6.3,0,5.8,9,6,medium
849,22,non-binary,mexico,9.5,3,5.8,2,4,low
850,58,female,spain,6.3,2,7.4,2,8,medium
851,29,female,spain,7.0,5,8.4,5,7,low
852,43,male,chile,6.9,2,5.9,10,7,low
853,63,male,chile,9.4,3,10.6,10,10,low
854,51,female,argentina,8.9,3,6.6,10,9,low
855,31,non-binary,peru,8.2,3,5.1,8,5,high
856,43,male,chile,5.5,6,2.0,9,6,low
857,62,male,argentina,7.5,1,5.3,2,1,medium
858,44,male,chile,7.9,4,5.2,5,6,low
859,26,female,peru,6.0,2,8.4,7,2,medium
860,43,female,spain,5.7,6,7.2,6,6,low
861,64,female,colombia,9.6,4,3.1,6,9,high
862,39,female,peru,6.5,4,6.4,7,8,low
863,64,non-binary,mexico,9.4,5,7.7,3,9,low
864,47,non-binary,chile,8.5,3,9.8,3,10,high
865,60,female,chile,7.6,1,8.2,10,8,low
866,34,non-binary,spain,7.7,5,7.9,9,3,medium
867,43,male,mexico,4.9,0,6.2,8,8,low
868,53,male,spain,7.3,6,7.0,5,6,low
869,18,male,mexico,9.1,6,9.1,6,6,low
870,25,female,colombia,8.0,1,2.7,10,6,high
871,52,male,chile,7.2,4,5.1,1,3,low
872,32,non-binary,chile,9.6,6,4.1,10,10,low
873,64,female,colombia,6.7,1,6.9,1,1,medium
874,39,non-binary,argentina,6.1,6,9.1,4,4,low
875,31,male,spain,7.2,6,4.5,2,10,low
876,43,male,colombia,8.1,3,0.0,7,6,low
877,45,male,spain,4.4,0,5.0,2,10,low
878,40,female,peru,7.4,3,8.3,10,2,medium
879,31,non-binary,chile,8.2,0,7.3,2,7,medium
880,41,female,spain,6.6,6,7.1,5,7,high
881,19,female,mexico,8.7,5,5.3,4,4,low
882,62,male,spain,8.0,4,2.8,8,4,high
883,43,female,peru,10.2,6,7.3,4,1,high
884,31,female,chile,5.9,0,3.9,6,2,low
885,24,male,colombia,8.2,0,11.5,5,9,medium
886,20,female,peru,5.5,0,7.4,2,10,medium
887,64,male,chile,4.6,6,4.5,8,8,low
888,40,male,spain,3.9,1,4.5,2,8,low
889,63,male,argentina,7.8,5,5.8,9,9,medium
890,60,male,argentina,7.3,1,5.4,9,7,low
891,64,female,mexico,6.3,4,8.8,3,9,low
892,62,male,chile,4.3,6,6.5,4,10,low
893,35,male,argentina,6.0,0,4.2,8,2,medium
894,55,female,colombia,7.0,5,10.7,9,6,high
895,52,female,chile,8.2,5,6.1,3,3,high
896,32,non-binary,colombia,7.0,2,7.9,5,6,low
897,42,female,colombia,7.4,4,4.5,8,3,medium
898,54,female,argentina,6.4,5,6.9,3,8,low
899,45,non-binary,chile,9.6,6,6.8,7,4,medium
900,27,female,spain,5.5,0,1.3,8,10,low
901,56,female,peru,6.0,0,11.0,10,6,medium
902,34,female,argentina,6.3,5,9.2,3,9,medium
903,56,female,argentina,7.8,1,5.0,2,2,high
904,39,non-binary,spain,5.4,4,3.2,10,2,low
905,43,female,chile,7.2,0,6.9,7,7,high
906,61,female,chile,7.2,5,6.2,9,2,high
907,42,non-binary,colombia,6.0,0,6.9,1,2,medium
908,34,male,spain,7.5,5,6.5,3,4,low
909,30,non-binary,spain,5.5,4,7.3,5,9,medium
910,37,male,chile,5.3,5,9.6,3,8,medium
911,42,non-binary,colombia,7.1,2,7.4,1,2,medium
912,21,non-binary,argentina,4.5,5,3.4,7,8,low
913,27,female,mexico,3.8,5,9.4,7,4,low
914,20,male,peru,7.8,6,10.1,10,2,medium
915,58,female,argentina,8.6,4,13.9,8,10,low
916,62,male,chile,6.3,6,3.2,5,7,medium
917,35,non-binary,peru,6.0,5,6.6,10,6,low
918,64,non-binary,mexico,8.5,4,0.8,5,10,low
919,53,male,mexico,5.3,2,7.4,5,5,high
920,64,female,colombia,5.0,4,4.6,1,1,medium
921,39,female,peru,8.1,0,10.8,10,2,high
922,51,female,colombia,7.0,6,4.1,5,8,high
923,64,female,argentina,8.6,4,1.8,6,1,medium
924,25,non-binary,spain,3.8,2,4.8,1,3,medium
925,57,non-binary,spain,4.9,3,1.1,7,2,low
926,61,non-binary,spain,7.0,5,7.9,1,5,medium
927,36,non-binary,peru,7.6,4,0.8,2,4,high
928,59,non-binary,spain,8.3,5,6.1,2,7,high
929,58,female,argentina,7.3,1,0.8,5,5,medium
930,54,female,colombia,7.2,0,5.2,10,8,high
931,23,female,peru,6.4,6,10.1,7,4,low
932,43,female,colombia,9.4,0,6.9,1,6,high
933,51,non-binary,peru,5.3,1,3.8,10,4,low
934,62,non-binary,colombia,7.5,1,5.9,1,2,high
935,23,non-binary,mexico,5.5,6,6.0,1,1,low
936,54,male,colombia,7.8,4,7.2,6,1,low
937,50,female,spain,5.4,1,2.6,2,8,medium
938,39,female,mexico,8.1,3,7.5,1,4,low
940,23,female,peru,9.6,5,4.4,2,8,high
941,23,female,peru,6.6,2,4.8,6,7,high
942,21,non-binary,peru,7.6,1,7.6,10,8,high
943,47,male,chile,5.8,1,6.1,8,8,low
944,28,male,argentina,6.6,3,2.5,2,6,high
945,47,male,peru,7.2,0,3.5,9,10,high
946,48,non-binary,mexico,4.7,0,6.5,8,2,medium
947,41,female,peru,4.9,5,5.8,10,6,medium
948,26,non-binary,chile,7.9,5,4.6,1,1,high
949,20,non-binary,spain,6.8,4,4.8,7,1,high
950,48,female,mexico,6.1,6,7.7,10,3,low
951,57,male,chile,5.9,3,4.7,6,3,low
952,54,male,spain,6.0,6,5.8,6,5,high
953,53,non-binary,mexico,7.2,6,11.4,6,1,medium
954,41,male,colombia,7.7,2,2.4,6,10,high
955,48,non-binary,argentina,3.9,6,1.4,10,6,low
956,23,non-binary,argentina,9.1,2,8.0,7,7,medium
957,19,female,chile,9.0,6,4.3,3,10,medium
958,37,female,spain,3.5,3,5.2,6,3,low
959,45,female,argentina,8.6,2,4.0,3,4,high
960,28,non-binary,spain,8.6,0,5.4,7,10,high
961,21,female,spain,7.0,2,10.0,7,10,high
962,32,male,chile,5.1,2,8.0,8,10,low
963,23,male,chile,8.5,3,8.2,2,10,medium
964,47,non-binary,chile,6.6,3,2.5,9,10,low
965,55,non-binary,argentina,7.8,2,3.1,5,3,high
967,32,non-binary,argentina,7.4,3,4.0,10,8,medium
968,28,non-binary,chile,5.6,4,8.4,5,10,low
969,25,male,peru,6.5,4,7.3,7,10,high
970,43,male,spain,5.8,0,5.4,9,2,medium
971,62,female,chile,7.7,6,5.9,4,1,low
972,61,non-binary,mexico,5.8,2,4.3,2,8,low
973,22,non-binary,spain,6.3,1,6.5,9,7,medium
974,23,male,spain,5.1,0,7.9,2,7,medium
975,43,non-binary,chile,6.8,2,2.0,3,4,high
976,21,male,colombia,7.3,3,6.7,10,9,medium
977,36,female,chile,3.0,4,8.3,2,6,high
978,37,male,spain,7.4,5,5.0,3,2,low
979,50,non-binary,mexico,6.9,1,7.8,6,1,high
980,37,female,spain,5.9,5,13.0,3,1,low
981,29,male,mexico,10.0,4,5.7,10,9,medium
982,64,male,argentina,8.4,6,7.0,8,4,low
983,18,female,peru,5.4,6,4.2,6,5,medium
984,43,female,spain,8.3,5,6.5,7,3,low
985,31,male,chile,8.9,3,7.2,1,4,low
986,55,non-binary,argentina,7.2,2,6.5,3,8,low
987,54,male,peru,7.5,3,3.5,3,4,low
988,28,female,chile,7.5,5,6.5,2,9,high
989,53,male,colombia,3.9,3,9.7,7,9,low
990,30,female,chile,6.7,4,7.1,9,6,high
991,60,female,mexico,6.6,1,8.4,4,2,medium
992,20,non-binary,mexico,9.1,3,5.4,5,10,medium
993,50,female,colombia,7.5,4,7.9,3,7,high
994,23,female,argentina,6.6,1,6.7,9,9,medium
995,27,non-binary,peru,6.9,6,3.6,4,6,medium
996,22,female,chile,8.5,2,6.8,5,3,low
997,40,non-binary,mexico,6.7,5,3.5,1,7,low
998,27,non-binary,argentina,6.0,6,4.4,2,5,low
999,61,female,colombia,6.6,2,6.5,9,1,high
1000,19,female,spain,8.4,6,6.7,2,3,high
